Hex ID,Country,Callsign,Registration,Type
800543,India,AIC538,VT-PPU,A321
800582,India,AIC186,VT-ALS,B77W
800583,India,AI144,VT-ALT,B77W
800588,India,AIC283,VT-EDE,A320
800735,India,AIC314,VT-ANO,B788
800737,India,AIC142,VT-ANQ,B788
800741,India,AI104,VT-NAA,B788
800742,India,AIC308,VT-NAC,B788
801396,India,VTI856,VT-TNP,A20N
801407,India,IAD775,VT-ATE,A20N
801431,India,IGO2131,VT-ISV,A20N
801434,India,IGO383,VT-ISU,A20N
801435,India,IAD673,VT-ATH,A20N
801460,India,IGO6744,VT-ISY,A20N
801499,India,IGO1273,VT-IIM,A20N
801509,India,AKJ1367,VT-YAF,B38M
801524,India,AKJ1139,VT-YAG,B38M
801526,India,AKJ1509,VT-YAH,B38M
801551,India,IGO2519,VT-IBE,A21N
801554,India,IGO147,VT-IMX,A21N
846333,Japan,NCA051,JA12KZ,B748
847183,Japan,KZ133,JA16KZ,B748
847517,Japan,KZ168,JA17KZ,B748
868012,Japan,JL3,JA736J,B77W
868078,Japan,JAL5,JA739J,B77W
869560,Japan,ANA107,JA795A,B77W
869582,Japan,ANA212,JA796A,B77W
872863,Japan,APJ92,JA902P,A21N
873312,Japan,ANA224,JA932A,B789
880443,Thailand,AIQ597,HS-ABC,A320
880851,Thailand,AIQ171,HS-BBQ,A320
880855,Thailand,AIQ541,HS-BBU,A320
885104,Thailand,TG960,HS-THD,A359
885106,Thailand,THA920,HS-THF,A359
885108,Thailand,TG465,HS-THH,A359
885110,Thailand,THA661,HS-THP,A359
885152,Thailand,THA318,HS-TJR,B772
885154,Thailand,THA331,HS-TJT,B772
885170,Thailand,THA970,HS-TKP,B77W
885175,Thailand,THA931,HS-TKU,B77W
885178,Thailand,THA930,HS-TKX,B77W
885223,Thailand,THA351,HS-TQC,B788
885224,Thailand,THA658,HS-TQD,B788
885225,Thailand,THA648,HS-TQE,B788
885283,Thailand,THA910,HS-TTC,B77W
885310,Thailand,THD313,HS-TXP,A320
886285,Thailand,TAX612,HS-XTE,A333
888097,Viet Nam,VJC945,VN-A669,A320
888098,Viet Nam,HVN440,VN-A334,A321
888123,Viet Nam,HVN19,VN-A890,A359
888125,Viet Nam,VJC990,VN-A673,A321
888128,Viet Nam,VJC878,VN-A677,A321
888134,Viet Nam,VJC864,VN-A631,A321
888138,Viet Nam,HVN10,VN-A893,A359
888139,Viet Nam,HVN779,VN-A894,A359
888145,Viet Nam,PIC6071,VN-A569,A320
888147,Viet Nam,PIC6907,VN-A571,A320
888153,Viet Nam,VN781,VN-A897,A359
888157,Viet Nam,VJC992,VN-A649,A321
888167,Viet Nam,HVN773,VN-A898,A359
888185,Viet Nam,HVN422,VN-A507,A21N
888189,Viet Nam,HVN263,VN-A874,B78X
890028,Yemen,IYE649,7O-AFE,A332
895057,Brunei,RBA98,V8-DLB,B788
896171,United Arab Emirates,UAE9837,A6-EFK,B77L
896172,United Arab Emirates,UAE9832,A6-EFL,B77L
896176,United Arab Emirates,UAE1CA,A6-EWD,B77L
896188,United Arab Emirates,UAE28,A6-EEI,A388
896198,United Arab Emirates,UAE67A,A6-EEY,A388
896305,United Arab Emirates,UAE399,A6-ENC,B77W
896311,United Arab Emirates,UAE367,A6-ENO,B77W
896312,United Arab Emirates,UAE6RM,A6-ENP,B77W
896313,United Arab Emirates,UAE188,A6-ENQ,B77W
896318,United Arab Emirates,UAE150,A6-ENV,B77W
896326,United Arab Emirates,EY2NL,A6-ETI,B77W
896356,United Arab Emirates,ETD937,A6-DDB,B77L
896364,United Arab Emirates,ABY873,A6-ANM,A320
896397,United Arab Emirates,ETD258,A6-EIV,A320
896408,United Arab Emirates,ETD19G,A6-BLC,B789
896429,United Arab Emirates,ETD329,A6-EJA,A320
896442,United Arab Emirates,EY9857,A6-DDE,B77L
896451,United Arab Emirates,UAE3U,A6-EQB,B77W
896452,United Arab Emirates,EK209,A6-EQC,B77W
896454,United Arab Emirates,UAE229,A6-EQE,B77W
896465,United Arab Emirates,ETD5SJ,A6-BLG,B789
896472,United Arab Emirates,UAE7HR,A6-EUH,A388
896473,United Arab Emirates,UAE211,A6-EUI,A388
896476,United Arab Emirates,UAE14E,A6-EUL,A388
896477,United Arab Emirates,UAE79Y,A6-EUM,A388
896479,United Arab Emirates,UAE373,A6-EUO,A388
896503,United Arab Emirates,ABY634,A6-AOW,A320
896514,United Arab Emirates,FDB844,A6-FNA,B39M
896523,United Arab Emirates,UAE51N,A6-EVM,A388
896536,United Arab Emirates,ETD9TH,A6-BLY,B789
896604,United Arab Emirates,FDB569,A6-FKN,B38M
899000,Taiwan,CI76,B-18901,A359
8.99E+05,Taiwan,EVA055,B-16720,B77W
899018,Taiwan,CAL023,B-18052,B77W
899020,Taiwan,CAL003,B-18007,B77W
899021,Taiwan,CAL011,B-18051,B77W
899030,Taiwan,BR12,B-16727,B77W
899035,Taiwan,BR87,B-16730,B77W
899037,Taiwan,EVA017,B-16732,B77W
899038,Taiwan,EVA088,B-16733,B77W
899040,Taiwan,BR18,B-16736,B77W
899059,Taiwan,TTW508,B-50023,A20N
899080,Taiwan,EVA035,B-16737,B77W
899094,Taiwan,EVA025,B-17803,B78X
899095,Taiwan,EVA026,B-17805,B78X
899103,Taiwan,CAL5148,B-18717,B744
899120,Taiwan,EVA206,B-17812,B78X
899123,Taiwan,EVA625,B-16782,B77L
899124,Taiwan,EVA685,B-16783,B77L
899125,Taiwan,CAL053,B-18908,A359
899134,Taiwan,BR619,B-16785,B77L
899160,Taiwan,CAL015,B-18912,A359
3.96E+06,France,TVF29HJ,F-GZHD,B738
3.99E+06,France,AFR43QF,F-HBXD,E170
4.07E+06,United Kingdom,EXS55C,G-JZHO,B738
4.07E+06,United Kingdom,BAW257,G-ZBJK,B788
4.08E+06,United Kingdom,BAW4TH,G-NEOU,A21N
4.40E+06,Austria,EJU4379,OE-IVS,A320
5.00E+06,San Marino,MEA230,T7-ME7,A21N
8.99E+06,Taiwan,BR52,B-16721,B77W
1.00E+07,Egypt,MSC2405,SU-BPV,A320
3.94E+07,France,TJT35LX,F-GOPE,B190
3.95E+07,France,AF474,F-GSPE,B772
3.99E+07,France,AFR49VJ,F-HBXE,E170
4.07E+07,United Kingdom,BA21H,G-ZBJM,B788
4.08E+07,United Kingdom,BAW385,G-NEOV,A21N
4.69E+07,Greece,AEE4313,SX-DGD,A320
7.81E+07,China,DKH1370,B-6735,A320
8.96E+07,United Arab Emirates,UAE435,A6-EOG,A388
8.99E+07,Taiwan,BR56,B-16722,B77W
3.96E+08,France,TVF27BR,F-GZHF,B738
4.69E+08,Greece,AEE478,SX-DGE,A320
5.00E+08,San Marino,MEA203,T7-ME5,A21N
8.99E+08,Taiwan,EVA011,B-16723,B77W
8.99E+08,Taiwan,SJX001,B-58502,A359
1.00E+09,Egypt,MSC2403,SU-BPX,A320
4.52E+09,Bulgaria,MAC128Y,LZ-MDL,A321
4.85E+09,Kingdom of the Netherlands,KL617,PH-AKF,A333
8.96E+09,United Arab Emirates,UAE752,A6-EOI,A388
8.99E+09,Taiwan,EVA031,B-16725,B77W
8.99E+09,Taiwan,SJX002,B-58503,A359
4.06E+10,United Kingdom,VIR21K,G-VKSS,A333
1.51E+11,Russia,PBD6943,RA-73225,B738
4.07E+11,United Kingdom,EXS85Y,G-JZHU,B738
4.08E+11,United Kingdom,BA2MW,G-XWBA,A35K
4.40E+11,Austria,EJU83EZ,OE-LQC,A319
5.05E+11,Slovakia,OMTIP,OM-TIP,B429
3.99E+12,France,AFR34JN,F-HBXJ,E170
3.99E+12,France,AFR55KL,F-HEPJ,A320
4.07E+12,United Kingdom,EXS46RA,G-JZHV,B738
8.83E+12,Thailand,TLM116,HS-LGI,B738
4.06E+13,United Kingdom,VIR141,G-VOWS,B789
1.51E+14,Russia,PBD422,RA-73234,B738
4.00E+16,United Kingdom,EZY93QU,G-EZAV,A319
4.61E+18,Finland,FIN1YB,OH-LKG,E190
4.61E+20,Finland,FIN9AR,OH-LKI,E190
1.51E+21,Russia,PBD6968,RA-73241,B738
3.98E+22,France,TVF070,F-HDRA,A319
4.51E+30,Bulgaria,CGF3789,LZ-CGP,B733
4.51E+31,Bulgaria,BCS1TQ,LZ-CGQ,B733
4.07E+33,United Kingdom,EAG89CP,G-CMJJ,AT76
4.07E+34,United Kingdom,EAG58BN,G-CMJM,AT76
8.60E+37,Japan,TZP29,JA850J,B788
5.03E+38,Lithuania,MNE351,LY-FJI,A320
3.90E+39,France,FGDRX,F-GDRX,C172
4.69E+44,Greece,SEH282,SX-GRB,A21N
4.07E+47,United Kingdom,EXS73K,G-SUNB,A21N
5.01E+47,Croatia,JSY2R,9A-JSD,C25A
3.98E+51,France,AFR98XJ,F-HDSJ,A319
4.00E+61,United Kingdom,EZY81LZ,G-EZAW,A319
4.07E+62,United Kingdom,EZY6446,G-EJCC,A320
5.03E+63,Lithuania,FOE246,LY-LGA,A320
5.04E+66,Moldova,FIE312,ER-00006,A320
4.06E+67,United Kingdom,EZY85BG,G-EZOT,A320
4.06E+68,United Kingdom,EZY18DM,G-EZOU,A320
5.03E+69,Lithuania,PGT6FL,LY-MLF,A320
5.03E+70,Lithuania,PGT16NZ,LY-MLG,A320
4.06E+71,United Kingdom,EZY24ZB,G-EZOX,A320
1.51E+73,Russia,RWZ3023,RA-73329,B772
5.05E+74,Slovakia,OMS443,OM-S443,SHRK
4.07E+77,United Kingdom,LOG906,G-LMSB,AT46
4.07E+84,United Kingdom,RUK46WH,G-RUKI,B738
5.03E+84,Lithuania,VLG1RM,LY-GYM,A320
1.51E+90,Russia,TUP9601,RA-73352,B752
7.81E+97,China,CAO1011,B-222S,B77L
5.03E+101,Lithuania,ICE274,LY-CIN,B738
3.00E+175,Germany,CHX36,D-HRTD,EC35
008DE1,South Africa,SFR269,ZS-FGA,B738
008DF8,South Africa,SFR611,ZS-FGX,B738
008E2F,South Africa,FJW38J,ZS-FJA,E145
008FFA,South Africa,GBB125,ZS-GAR,A320
00A096,South Africa,KSZ4216,ZS-MIF,E145
00A097,South Africa,OWE950,ZS-MIG,H25B
00AEB9,South Africa,KEM854,ZS-CMR,CRJ9
00AF60,South Africa,SAA369,ZS-SZC,A320
00B097,South Africa,SFR478,ZS-SJU,B738
00B098,South Africa,SFR691,ZS-SJV,B738
0100A7,Egypt,MSR518,SU-GCJ,A332
0100DB,Egypt,MSR727,SU-GCM,B738
0100DC,Egypt,MSR633,SU-GCN,B738
0100DE,Egypt,MSR543,SU-GCP,B738
01010C,Egypt,MSR730,SU-GDD,B738
0101A5,Egypt,NIA162,SU-BQJ,A320
0101B6,Egypt,MSR768,SU-GEF,B738
0101BB,Egypt,MSR966,SU-GEK,B738
0101BE,Egypt,MSR882,SU-GEN,B738
0101DB,Egypt,MSR988,SU-GER,B789
0101EC,Egypt,FEG3122,SU-TMN,B38M
0101FA,Egypt,RBG594,SU-AAF,A320
01022C,Egypt,MSC2945,SU-BUK,A20N
01022D,Egypt,MSC2921,SU-BUL,A20N
01023C,Egypt,MSC2991,SU-BUT,A20N
01023D,Egypt,MSC402,SU-BUU,A320
0180A8,Libyan Arab Jamahiriya,BNL304,5A-BRE,A320
02005A,Morocco,RAM811D,CN-ROB,B738
02005B,Morocco,RAM782K,CN-ROC,B738
02006E,Morocco,RAM573,CN-ROJ,B738
02007A,Morocco,RAM851W,CN-ROP,B738
02008B,Morocco,RAM1617,CN-ROS,B738
0200AE,Morocco,RAM971H,CN-ROY,B738
0200EA,Morocco,RAM789H,CN-RGG,B738
0200EB,Morocco,RAM776Z,CN-RGF,B738
0200F5,Morocco,RAM969C,CN-COF,AT76
02010E,Morocco,RAM1453,CN-COI,AT76
02012B,Morocco,MAC437,CN-NML,A320
02013A,Morocco,RAM801F,CN-MAY,B38M
02013E,Morocco,RAM208M,CN-RGZ,B789
02013F,Morocco,RAM200N,CN-RGY,B789
02A196,Tunisia,TAR875,TS-IMW,A320
02A198,Tunisia,TAR607,TS-IMY,A20N
02A199,Tunisia,TAR723,TS-IMZ,A20N
02A1A2,Tunisia,LBT777,TS-INC,A320
02A1A4,Tunisia,LBT205,TS-INE,A320
02A1A5,Tunisia,LBT7260,TS-INF,A320
02A1A6,Tunisia,LBO509,TS-ING,A320
02A1AE,Tunisia,LBT7712,TS-INO,A320
02A1AF,Tunisia,LBT7732,TS-INP,A320
02A1B1,Tunisia,LBT520,TS-INR,A320
02A1B4,Tunisia,LBT764,TS-INU,A320
03003E,Botswana,BP208,A2-ABL,AT76
04005B,Ethiopia,ETH843,ET-APK,B738
04008C,Ethiopia,ETH3672,ET-ARJ,B77L
04008D,Ethiopia,ET3652,ET-ARK,B77L
04015C,Ethiopia,ETH3629,ET-AVT,B77L
04C0E1,Kenya,KQA793,5Y-FFE,E190
04C117,Kenya,KQA003,5Y-KZA,B788
04C11C,Kenya,KQA101,5Y-KZF,B788
04C159,Kenya,KQA117,5Y-KZG,B788
06A041,Qatar,QR78E,A7-AEG,A333
06A047,Qatar,QTR25V,A7-ACI,A332
06A064,Qatar,QR2W,A7-BAO,B77W
06A068,Qatar,QTR4H,A7-BBB,B77L
06A075,Qatar,QTR005,A7-BBE,B77L
06A078,Qatar,QTR418,A7-BAK,B77W
06A080,Qatar,QTR8014,A7-BFB,B77L
06A09A,Qatar,QTR75W,A7-AHS,A320
06A0A2,Qatar,QAF1,A7-HHE,B748
06A0A7,Qatar,QTR642,A7-BCC,B788
06A0A9,Qatar,QTR61B,A7-BCE,B788
06A0AC,Qatar,QTR6M,A7-BCH,B788
06A0B1,Qatar,QTR635,A7-BCM,B788
06A0B4,Qatar,QTR2N,A7-BCP,B788
06A0B6,Qatar,QR982,A7-BCR,B788
06A0DD,Qatar,QR8028,A7-BFD,B77L
06A0DF,Qatar,QTR23U,A7-BFF,B77L
06A0E8,Qatar,QTR813,A7-AMI,A359
06A0EA,Qatar,QTR1M,A7-AMK,A359
06A0F4,Qatar,QR807,A7-ANT,A35K
06A102,Qatar,QTR31R,A7-ALN,A359
06A104,Qatar,QR974,A7-ALP,A359
06A108,Qatar,QTR43C,A7-ALT,A359
06A109,Qatar,QTR65P,A7-ALU,A359
06A10B,Qatar,QTR815,A7-ALW,A359
06A11E,Qatar,QR710,A7-ANB,A35K
06A121,Qatar,QTR3255,A7-ANE,A35K
06A123,Qatar,QTR72P,A7-ANG,A35K
06A125,Qatar,QTR59P,A7-ANI,A35K
06A127,Qatar,QTR38U,A7-ANK,A35K
06A128,Qatar,QTR945,A7-ANL,A35K
06A12A,Qatar,QTR75X,A7-ANN,A35K
06A12D,Qatar,QTR19L,A7-ANQ,A35K
06A12F,Qatar,QR15W,A7-ANS,A35K
06A13A,Qatar,QR830,A7-BAX,B77W
06A140,Qatar,QTR8026,A7-BFG,B77L
06A141,Qatar,QTR79J,A7-BFH,B77L
06A148,Qatar,QTR40E,A7-APG,A388
06A19F,Qatar,QTR35H,A7-BED,B77W
06A1BD,Qatar,QR6J,A7-BEG,B77W
06A1BE,Qatar,QR30F,A7-BEH,B77W
06A1BF,Qatar,QTR51J,A7-BEI,B77W
06A1C0,Qatar,QR8J,A7-BEJ,B77W
06A1CB,Qatar,QQE227,A7-CGF,GLF6
06A1E8,Qatar,QTR8276,A7-BFK,B77L
06A1E9,Qatar,QTR8954,A7-BFL,B77L
06A1EC,Qatar,QTR8506,A7-BFO,B77L
06A2AF,Qatar,QR42G,A7-BEK,B77W
06A2B4,Qatar,QTR74V,A7-BEP,B77W
06A2C5,Qatar,QTR49G,A7-BEV,B77W
06A2E2,Qatar,QR8320,A7-BFU,B77L
06A2E5,Qatar,QTR36F,A7-BHB,B789
06A2E7,Qatar,QR17U,A7-BHD,B789
06A2E9,Qatar,QTR638,A7-BHF,B789
06A2EB,Qatar,QTR38P,A7-BHH,B789
06A2EC,Qatar,QTR70U,A7-BHI,B789
06A30A,Qatar,QTR8145,A7-BFW,B77L
06A30B,Qatar,QTR8106,A7-BFX,B77L
06A30C,Qatar,QTR99U,A7-BFY,B77L
06A30D,Qatar,QR8970,A7-BFZ,B77L
06A37F,Qatar,QTR3216,A7-BSA,B38M
0A0020,Algeria,DAH1008,7T-VJN,B738
0A0021,Algeria,DAH1230,7T-VJO,B738
0A0022,Algeria,DAH4003,7T-VJP,B738
0A0025,Algeria,DAH4064,7T-VJR,B736
0A0027,Algeria,DAH1079,7T-VJT,B736
0A0045,Algeria,DAH2015,7T-VJW,A332
0A0049,Algeria,DAH1145,7T-VKA,B738
0A0074,Algeria,DAH1075,7T-VKD,B738
0A0076,Algeria,DAH1085,7T-VKF,B738
0A007A,Algeria,DAH1081,7T-VKJ,B738
0A007B,Algeria,DAH1007,7T-VCA,B738
0A008D,Algeria,DAH1115,7T-VKN,B738
0A0091,Algeria,DAH1215,7T-VKR,B738
0A0093,Algeria,DAH3004,7T-VKT,B737
0A4005,Algeria,7TVPR,7T-VPR,GLF4
0A8057,Bahamas,BHS205,C6-BFT,AT46
0A80AA,Bahamas,C6EAC,C6-EAC,BE10
0A80C2,Bahamas,BHS238,C6-BFZ,B737
0A80C7,Bahamas,C6AAL,C6-AAL,JS31
0AC152,Colombia,NSE8902,FAC1187,AT45
0AC15E,Colombia,HK4891,HK-4891,LJ31
0AC16E,Colombia,N,HK-4512,B190
0AC332,Colombia,NSE8742,HK-5129,AT46
0AC366,Colombia,HK4784G,HK-4784G,BE9L
0AC3D1,Colombia,AVA037,HK-5273,A320
0AC3F7,Colombia,EFY9017,HK-5292,AT76
0AC41E,Colombia,HK4179,HK-4179,PAY2
0AC426,Colombia,EFY7853,HK-5315,AT46
0AC95A,Colombia,AVA004,HK-5319,A320
0AC95B,Colombia,AVA9251,HK-5318,A320
0AC98A,Colombia,AVA9555,HK-5335,A320
0AC997,Colombia,EFY6932,HK-5341,AT46
0ACA26,Colombia,HK5052,HK-5052,BE9L
0ACAAA,Colombia,AVA030,HK-5409,A20N
0ACAC7,Colombia,PNC0271,PNC0271,AT45
0AE029,Costa Rica,LRS1026,TI-BGA,C208
0AE073,Costa Rica,TIBJC,TI-BJC,C208
0AE07F,Costa Rica,TIBJJ,TI-BJJ,K100
0AE0B1,Costa Rica,TIBKY,TI-BKY,C208
0B4086,Guatemala,TGMRP,TG-MRP,BE9L
0B6005,Guyana,TGY0431,8R-GAD,C208
0BA031,Honduras,NSO081,HR-HJS,SF34
0C200F,Panama,CMP133,HP-1520CMP,B737
0C2011,Panama,CMP8947,HP-1522CMP,B738
0C2045,Panama,RPB7085,HP-1536CMP,B738
0C204C,Panama,CMP299,HP-1539CMP,B738
0C2051,Panama,RPB7080,HP-1713CMP,B738
0C2069,Panama,CMP372,HP-1727CMP,B738
0C2077,Panama,CMP222,HP-1824CMP,B738
0C2081,Panama,CMP760,HP-1825CMP,B738
0C208C,Panama,CMP137,HP-1829CMP,B738
0C20B4,Panama,CMP708,HP-1844CMP,B738
0C20BC,Panama,CMP479,HP-1850CMP,B738
0C20BD,Panama,CMP317,HP-1851CMP,B738
0C20CE,Panama,CMP443,HP-1854CMP,B738
0C20E1,Panama,HP1746FT,HP-1746FT,C172
0C20F2,Panama,CMP472,HP-9906CMP,B39M
0C20F4,Panama,CMP262,HP-9907CMP,B39M
0C20F5,Panama,CMP360,HP-9909CMP,B39M
0C2167,Panama,CMP109,HP-9919CMP,B39M
0C2168,Panama,CMP478,HP-9920CMP,B39M
0C216D,Panama,CMP376,HP-9922CMP,B39M
0C40CA,Dominican Republic,CEY172,HI1058,CRJ2
0C4183,Dominican Republic,DWI4563,HI1027,B38M
0C4303,Dominican Republic,REA201,HI1066,MD82
0C4349,Dominican Republic,SHH931,HI1074,E190
0C6059,Trinidad and Tobago,BWA1521,9Y-TTG,AT76
0C605A,Trinidad and Tobago,BWA212,9Y-TTH,AT76
0C605F,Trinidad and Tobago,BWA006,9Y-ANT,B38M
0D0467,Mexico,VTM2807,XA-ESA,CRJ1
0D06D3,Mexico,SLI2440,XA-ACJ,E190
0D06E5,Mexico,UNKN,XA-ACM,E190
0D06F6,Mexico,SLI633,XA-ACN,E190
0D06FD,Mexico,SLI2463,XA-ACS,E190
0D0703,Mexico,SLI2682,XA-ACT,E190
0D0707,Mexico,AMX423,XA-AMA,B738
0D07B3,Mexico,VOI986,XA-VOZ,A320
0D07F7,Mexico,VOC4051,XA-VLB,A320
0D080E,Mexico,SLI628,XA-GAE,E190
0D0842,Mexico,VTM342,XA-UTX,MD82
0D0866,Mexico,VOI968,XA-VLE,A320
0D0873,Mexico,LET7016,XA-NDY,CL60
0D0877,Mexico,XCOPF,GN-403,B722
0D089A,Mexico,VTM355,XA-UUT,DC93
0D08D7,Mexico,VTM663,XA-UVG,MD83
0D08EB,Mexico,VOI792,XA-VLH,A321
0D08EE,Mexico,AMX419,XA-AMU,B738
0D0924,Mexico,VIV2088,XA-VAJ,A320
0D0939,Mexico,VIV7032,XA-VAN,A320
0D0971,Mexico,FAM3526,3526,B738
0D097D,Mexico,XAARB,XA-ARB,LJ75
0D099A,Mexico,VIV133,XA-VAR,A320
0D09A9,Mexico,AMX668,XA-AMW,B738
0D09BE,Mexico,VOI960,XA-VLT,A321
0D09CE,Mexico,VIV205,XA-VAU,A320
0D09EC,Mexico,AMX002,XA-ADD,B789
0D09F7,Mexico,VIV5026,XA-VIB,A20N
0D0A0F,Mexico,SLI2227,XA-ALU,E190
0D0A13,Mexico,FAM3528,3528,B738
0D0A26,Mexico,VOI943,XA-VRA,A320
0D0A2B,Mexico,XAVGL,XA-VGL,E55P
0D0A37,Mexico,TPA4118,XA-UYR,A306
0D0A8E,Mexico,AMX686,XA-ADT,B738
0D0AA0,Mexico,SLI2415,XA-AEI,E190
0D0ABC,Mexico,XATFR,XA-TFR,E550
0D0ABF,Mexico,VOI487,XA-VRD,A20N
0D0AD1,Mexico,ACW2730,XA-JVC,E550
0D0AEF,Mexico,AMX402,XA-MAL,B38M
0D0AF3,Mexico,VTM289,XA-UZX,MD83
0D0B04,Mexico,AMX645,XA-MAQ,B38M
0D0B0D,Mexico,VIV2026,XA-VIF,A20N
0D0B35,Mexico,VOI223,XA-VRF,A20N
0D0B7C,Mexico,VIV2274,XA-VIH,A20N
0D0B8B,Mexico,AMX102,XA-MAY,B38M
0D0B90,Mexico,VIV112,XA-VIA,A20N
0D0B91,Mexico,VOI946,XA-VRJ,A20N
0D0B92,Mexico,VIV100,XA-VIQ,A20N
0D0B9A,Mexico,VTM304,XA-VCX,CRJ2
0D0BA1,Mexico,AMX174,XA-MAZ,B38M
0D0BA7,Mexico,XAMRA,XA-MRA,E550
0D0BB7,Mexico,MTS444,XA-DOC,LJ35
0D0C5C,Mexico,XBODN,XB-ODN,C550
0D0C93,Mexico,VIV2171,XA-VBA,A21N
0D0CB0,Mexico,VIV632,XA-VBB,A21N
0D0CB1,Mexico,VOI949,XA-VRQ,A20N
0D0CFD,Mexico,VOI975,XA-VRT,A20N
0D0D09,Mexico,VIV5084,XA-VBK,A21N
0D0D24,Mexico,LET3020,XA-MCT,C25B
0D0D27,Mexico,TVOI466,XA-VRU,A20N
0D0D72,Mexico,AMX529,XA-OOO,B738
0D0DD1,Mexico,AMX600,XA-DAP,B38M
0D0DDB,Mexico,AMX681,XA-CCN,B38M
0D0DE3,Mexico,VIV1335,XA-VAM,A320
0D0DE8,Mexico,VIV2184,XA-VBT,A321
0D0E01,Mexico,VOI419,XA-VSM,A21N
0D0E0B,Mexico,XAUPZ,XA-UPZ,E55P
0D0E16,Mexico,VOI331,XA-VSI,A320
0D0E20,Mexico,AMX922,XA-MIJ,B39M
0D0E2B,Mexico,VIV7082,XA-VXA,A21N
0D0E47,Mexico,VOI1038,XA-VSQ,A20N
0D0E53,Mexico,XARAB,XA-RAB,PC12
0D0E57,Mexico,VIV1129,XA-VXC,A21N
0D0E5A,Mexico,VIV1124,XA-VXE,A21N
0D0E5E,Mexico,VIV4084,XA-VXF,A21N
0D0E69,Mexico,VIV7023,XA-VBU,A321
0D0E9F,Mexico,XAMJT,XA-MJT,CL60
0D0EC2,Mexico,VIV4226,XA-VYE,A321
0D0EC8,Mexico,VOI165,XA-YAA,A21N
0D0ED6,Mexico,AMX035,XA-DHN,B789
0D8129,Venezuela,LER971,YV1243,MD81
105A3E,Russia,RA23102,GND,GND
14F115,Russia,SUM9608,RA-61717,A148
151D53,Russia,UTA376,RA-73043,B735
151D6D,Russia,UTA382,RA-73069,B734
151D78,Russia,AZV3313,RA-73080,B763
151D95,Russia,AFL799,RA-73109,B738
151DC7,Russia,AFL1942,RA-73159,A333
151DE0,Russia,IZA503,RA-73184,B738
151DE1,Russia,IZA308,RA-73185,B738
151DE5,Russia,SDM6562,RA-73189,B738
151E0A,Russia,PBD6570,RA-73226,B738
151E0B,Russia,PBD6914,RA-73227,B738
151E1B,Russia,PBD264,RA-73243,B738
151E1E,Russia,PBD111,RA-73246,B738
151E6C,Russia,NWS062,RA-73324,A321
151E6D,Russia,NWS423,RA-73325,A321
151E8A,Russia,TUP9627,RA-73354,B752
151E8F,Russia,SBI5102,RA-73359,B738
151EBF,Russia,SBI5309,RA-73407,A320
151EC2,Russia,SBI1138,RA-73410,B738
151ED0,Russia,SBI2625,RA-73424,A320
151ED3,Russia,SBI3023,RA-73427,A20N
151EEA,Russia,SBI6215,RA-73450,A20N
151EF3,Russia,SBI6346,RA-73459,A20N
151F16,Russia,UTA269,RA-73494,B738
151F4E,Russia,RSJ9650,RA-73550,GLEX
151FB3,Russia,AUL548,RA-73651,B737
151FB9,Russia,AUL1542,RA-73657,B738
151FC8,Russia,SBI5121,RA-73672,B738
151FDD,Russia,LLM9106,RA-73693,A321
151FE9,Russia,AFL1898,RA-73705,A21N
151FEE,Russia,AFFL1008,RA-73710,A321
15202B,Russia,AFL032,RA-73771,A320
15202F,Russia,AFL1140,RA-73775,A320
15204A,Russia,SVR6057,RA-73802,A21N
15205D,Russia,SVR349,RA-73821,A320
152ADF,Russia,VDA1926,RA-76511,IL76
155BD4,Russia,SDM6166,RA-89044,SU95
155C27,Russia,SDM6536,RA-89127,SU95
155C28,Russia,SDM6111,RA-89128,SU95
155C51,Russia,SDM6409,RA-89169,SU95
155C55,Russia,SDM6722,RA-89173,SU95
155C5F,Russia,SDM6794,RA-89183,SU95
30019C,Italy,NOS8685,I-NEOU,B738
3001F3,Italy,TJD401,I-TOPD,BE40
30047D,Italy,SIO618,I-MOFI,F2TH
3004C2,Italy,NOS3812,I-NEOZ,B738
3005DF,Italy,ITORQ,I-TORQ,EC45
3006B5,Italy,DLA8HV,I-ADJU,E195
31FF14,Italy,ADM141,I-PDVE,SIRA
33FD4A,Italy,DUFFY02,MM81990,A139
33FFF3,Italy,COSMO19,MM62177,C130
3412D3,Spain,EIN586,EC-HDS,B752
3415CE,Spain,IBE34LA,EC-IEF,A320
3415CF,Spain,IBE0480,EC-IEG,A320
3420CA,Spain,IBE3445,EC-IXD,A321
3420CB,Spain,IBE31FR,EC-IZH,A320
3420CC,Spain,IBE31GG,EC-IZR,A320
3420CE,Spain,IBE31LW,EC-JAZ,A319
3420D5,Spain,SWT1LT,EC-IVP,AT43
34224E,Spain,IBS3938,EC-JLI,A321
3423C3,Spain,IBE34PY,EC-JQZ,A321
3423C4,Spain,IBE32SM,EC-JRE,A321
3424D2,Spain,VLG3942,EC-JZI,A320
3424D5,Spain,VLG58MA,EC-KDG,A320
34250A,Spain,IBE32VF,EC-JZM,A321
34258F,Spain,VLG3PQ,EC-KDX,A320
3425C6,Spain,ECKNZ,EC-KNZ,EC35
3430CD,Spain,VLG4ZL,EC-KMI,A320
34324E,Spain,IBE30MP,EC-KUB,A319
34368C,Spain,ANE29LV,EC-LJX,CRJX
3442C2,Spain,ANE58FQ,EC-LRH,AT76
3443D1,Spain,VLG7TD,EC-LUN,A320
